D1,D2,D3,D4,YYYY,FIPS
-2.8491501038681197,1.2268496717856046,-1.9745102201283382,0.14791611100600163,2010,21001
-2.6549348079239747,1.572520644235673,-2.591272656616563,0.12485884729303073,2010,21003
-2.4341600709504765,1.7156564799823923,-2.389035448862475,0.12909443766549497,2010,21005
-3.7527478361267006,0.2215215457878212,-2.0549189792133347,0.45471053303135966,2010,21007
-0.7982677896024927,3.7096612375235876,-2.50163740086234,-0.26130184835951553,2010,21009
-3.216868390895017,0.8743448293052434,-3.2723018815672456,0.8692958896966235,2010,21011
-2.004849266170414,2.41629679234546,-2.4257643066696235,0.20806802614582606,2010,21013
6.760616458322943,11.95271824441956,-2.9866344100366677,-3.2476694423257433,2010,21015
-2.6572065930398994,1.5809817933907337,-2.132899361130446,0.07057874395421494,2010,21017
0.053105834466533906,4.399141585825884,-2.6248853438899387,-0.3993986094357381,2010,21019
-1.874342683768946,2.4244800488368807,-2.426630296754909,-0.027832839838738403,2010,21021
-3.76051433153083,0.44950508100652253,-2.9978912248922005,0.7855836932559739,2010,21023
-3.4229061164388916,0.8012596194382934,-2.7376117845944443,0.669140186273448,2010,21025
-2.536735449607431,1.517007265153441,-2.6036669146250904,0.30645183907999074,2010,21027
1.6333865096743538,6.620777388843296,-3.0121075690585384,-0.6853017930433775,2010,21029
-3.4540277691023844,0.8276634400779894,-3.175034502715687,0.7722637871174015,2010,21031
-3.4157438365035575,0.8495315301506285,-2.743969594533302,0.5113441216722677,2010,21033
-1.0765035387868351,3.066896422660335,-1.966169677341674,-0.43124917024514037,2010,21035
3.789412322268846,8.675124171939306,-3.0010663064364587,-1.615312683940307,2010,21037
-4.006084862158896,-0.010399520665018591,-2.293584263817454,0.6593610891104023,2010,21039
-3.4098553212555314,0.5289196101244491,-1.4142732680518224,0.12610802763444662,2010,21041
-2.381902396226862,1.873230595825,-2.0157584531434667,0.022704386831448434,2010,21043
-3.094978014355612,1.1737245254511415,-2.6751443497417293,0.4576616201843172,2010,21045
2.5758284799062565,7.642476569949206,-3.628626933325067,-2.6700595378645566,2010,21047
-1.1593425689586634,3.1775216620929254,-2.4054966758235525,-0.18948731496919008,2010,21049
-2.9019938265250658,1.5776714169224693,-3.331468793437739,0.7454925110190859,2010,21051
-3.4983468688917645,0.5389316067742258,-2.06682683918392,0.4396775193857026,2010,21053
-3.627801022379295,0.43961233700273705,-2.0285259134019378,0.40403900646231017,2010,21055
-3.9582916811960223,0.12414511092274093,-1.9304295337308692,0.38715133439313837,2010,21057
3.659447091622,8.987606266488235,-2.9822965867836935,-1.3472974766583985,2010,21059
-3.5291862330131383,0.5625112550176523,-2.3344204565597613,0.5340468732631816,2010,21061
-3.8424328744551945,0.08661033291110355,-1.8163412754911508,0.4128331280874855,2010,21063
-3.316985182597927,0.7909871299744673,-1.3360607451398827,0.06524752355810699,2010,21065
27.71673568386143,34.23274759912279,-1.134735122492298,-11.681906600292704,2010,21067
-3.2430305616420636,0.844628813582138,-2.5453737694924015,0.5148394510056148,2010,21069
-1.0493778165506755,3.348575314902779,-2.455938999027437,-0.04492463505835204,2010,21071
0.049124053284864834,4.503259989439876,-2.2283841740444283,-0.6769926106914779,2010,21073
-3.8922600153582345,0.10339631400035308,-2.0663704918577017,0.5246600045001139,2010,21075
-3.579810218077781,0.5331107307603187,-2.596937499769306,0.603379008636476,2010,21077
-2.8741717786004988,1.2967005894708115,-2.706794015618771,0.4763615448348558,2010,21079
-2.1693873515454434,2.075656592563311,-3.080499178014595,0.22790313911457524,2010,21081
-1.2765734287491959,3.168002607626462,-2.1947169525921306,-0.20518421814882465,2010,21083
-2.5131481139393617,1.7817297550609612,-2.5742161348907695,0.3081088559408566,2010,21085
-3.5607361611787285,0.5763421699509378,-2.3354814778390427,0.5316439409912976,2010,21087
-1.0424236544449765,3.309137566583729,-2.4838146530122738,-0.24082780046878546,2010,21089
5.638296274913421,11.629759497466605,-3.2345595287437106,-3.686060709632121,2010,21093
-2.008062610442182,2.5138742023221217,-3.3387553786843016,0.5267064130278714,2010,21095
-2.904634521319477,1.2887320249199992,-1.7819426681161843,0.10963436163777758,2010,21097
-2.8140624520238977,1.518470052454283,-3.0911619545839173,0.5212896586232886,2010,21099
-0.4240114046092963,3.9717392698397367,-2.7138624293209457,-0.20768443577475243,2010,21101
-3.024874914804194,1.0941097215161992,-2.4438314279128637,0.40206675667110336,2010,21103
-0.5599500490855432,3.8988629351858632,-2.5140642550903625,-0.2835204441462257,2010,21107
