0,1,2,3,4,5,6,7,8,9,10
42001,2,2,2,0,1,6,7,11,5.677016790163193,4.7840937367072796
42003,236,263,218,234,333,315,293,232,291.5666344335833,229.0865293084417
42005,16,16,5,2,14,9,12,7,3.185762941323822,3.287527691043751
42007,6,10,4,4,10,11,9,11,9.966677613829189,8.41543241495386
42009,6,2,7,8,9,1,5,4,5.092607593108493,4.944003831996802
42011,6,14,8,9,12,13,9,20,14.547496001679853,16.695662171772728
42013,18,10,16,10,18,39,19,49,26.844612280550038,25.940056110811646
42015,1,2,4,3,4,4,7,3,0.32333926277959424,0.12641537247099047
42017,120,136,85,6,97,36,2,8,35.37345840925752,79.19247657615009
42019,12,13,3,8,8,6,5,6,3.6927728183442707,-0.34109309808635097
42021,14,12,9,16,28,22,19,16,16.337134260110744,16.399800617491998
42023,1,0,6,5,0,1,0,0,0.2539223090560543,0.20751186960284548
42025,3,6,7,1,2,0,1,1,1.8734753374982547,0.9344840196411615
42027,11,11,3,5,4,24,32,19,16.601969309881397,15.167711655352386
42029,11,14,14,20,19,23,21,15,18.21324406875488,21.556959465035348
42031,7,19,8,6,14,9,2,6,3.2142104417691137,3.1191936376271756
42033,11,8,6,4,7,5,7,8,4.785053341246885,4.016805887960906
42035,1,5,3,5,10,9,13,7,8.692961872878676,7.154689606011707
42037,0,0,2,4,2,4,3,2,3.138901059051679,3.197643764795323
42039,3,4,4,4,7,9,12,12,2.8177894641883587,1.3433105931969989
42041,6,6,3,1,4,6,0,0,2.5487609101705972,2.8104270541325747
42043,7,14,18,11,17,26,15,30,24.892583756751236,24.140794419786324
42045,97,92,87,98,149,131,134,138,143.40752384036082,145.28957968243625
42047,11,11,8,2,6,4,2,4,0.5895010982252151,0.4749866798556444
42049,20,17,24,14,27,13,16,23,12.107540071324781,14.685202082643261
42051,17,34,28,29,47,42,53,57,56.55433662223048,57.532386190972254
42053,0,0,0,0,0,0,2,0,0.07167057976060313,0.06036336624623542
42055,17,7,16,10,13,6,14,11,4.95033591078839,5.42673458962269
42057,6,1,0,4,0,0,1,2,1.0544125920031473,1.397118003408575
42059,5,2,3,3,24,11,13,6,13.90390146309307,14.259675114037965
42061,6,0,2,0,5,7,2,18,7.096086893293521,5.264136339452578
42063,7,10,5,0,1,10,4,2,4.4507886862016095,3.4281647032653533
42065,4,8,6,2,4,2,2,4,3.2676129638567426,1.8859160305701654
42067,3,4,6,1,5,3,0,3,2.8528427521504103,5.12979318001486
42069,22,19,11,11,13,10,17,17,16.197305758449552,18.965093532457033
42071,14,18,8,8,11,18,19,35,21.046479160890932,22.225056923738887
42073,4,9,2,12,10,4,1,5,5.845534562736486,4.150651188820562
42075,6,8,11,12,18,15,18,44,26.832359867180987,26.811581655455093
42077,16,14,5,9,8,1,7,7,7.372985264749224,7.60968063502835
42079,20,25,15,26,28,35,44,52,41.41625169990761,48.48039872908679
42081,5,2,2,4,5,0,7,4,1.10281840380058,0.5738443307782737
42083,8,5,4,12,13,8,13,7,5.887158489513645,7.141322752390719
42085,3,2,3,4,9,5,3,2,1.415575489068523,1.6712784556040678
42087,6,16,8,2,3,6,17,13,10.544148293696667,9.104878863552585
42089,7,2,6,3,4,12,0,10,0.6564017283269469,-0.0016885245261705445
42091,4,7,11,7,3,7,6,3,1.4442636237843733,0.23257101598260152
42093,0,0,2,3,0,1,0,2,1.2435708698053618,1.0529597055223836
42095,12,17,2,3,1,5,9,3,2.2276541025401273,3.290680480315209
42097,4,8,14,4,3,5,5,2,6.100101216332134,5.765127421569739
42099,1,4,3,0,2,3,3,9,1.1018184865959924,0.9573399364850509
42101,164,144,149,143,139,132,136,215,159.94972449536357,222.90936030243557
42103,0,9,1,0,1,3,3,1,0.5998304490131565,1.4426015769709843
42105,3,6,5,5,0,1,4,3,1.1648449366756042,-1.076957216630513
42107,8,8,11,15,21,44,42,41,36.66930444897107,41.13964684447182
42109,1,4,1,4,1,2,4,0,1.7239036414773055,2.719218727617129
42111,3,8,2,9,14,11,12,10,9.25186941293737,7.78067409423121
42113,0,0,0,1,0,0,0,0,0.0052780037320920275,-4.749206847059804e-05
42115,0,1,1,1,3,2,5,4,1.0972429234424266,1.2967876668805882
42117,1,0,0,1,2,3,0,1,0.0820949124300302,-0.00031569701769000916
42119,3,0,1,0,4,4,0,3,1.6860918449895659,2.0378095181508975
42121,8,20,3,2,9,13,10,17,5.653979579935591,6.475309783368262
42123,9,6,10,1,3,1,1,0,0.42908749824822756,0.29375766027797734
42125,27,22,17,11,16,32,30,17,20.686752381122385,15.020238792108106
42127,0,2,0,2,2,2,7,3,0.4555995242986778,0.17173220090438163
42129,40,30,21,25,23,24,31,17,23.878507187845702,17.161382389905008
42131,0,1,5,2,4,2,3,1,2.809618033644002,3.369630466721844
42133,29,17,34,41,40,56,37,47,49.71600206956565,50.53848548752619
